,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
no_ortho_EintestinalisATCC50506,PANTS,CERS226,4M2OPLOXRD,CERS126,ALATA_D2,DIPS,HBZOPT6,FEDCabc,THZPSN3,3M2OBLOXRD,3M2OPLOXRD,OHPHM6nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhistolyticaHM1IMSS,2AGPGAT141,NORRDX,UPLA4FNT,NALN6,2AGPEAT141,UPLA4NT,FEDCabc,TPK1,DMATT2,ENLIPIDAt1exc,DOLASNTc,r2387,LPCAT_DHA_DHA_sn2_c,PLDAGAT_HDE_EPA_LNA_PC_1_c,ARTFR56nhs,r2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreichenowiG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrelictumSGS1-like,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,ASNTRSm,HISTRSm,PHETRSm,TRPTRSm,AGPAT190,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,FCLT_ap,DOLPMT3,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PgaboniSY75,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,HISTRSm,LEUTRSm,PHETRSm,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,biomass,PLDAGAT_HDE_ARA_ARA_PC_1_c,PLDAGAT_EPA_EPA_LNA_PC_4_c,PLDAGAT_HDE_ARA_ARA_PE_15_c,PLDAGAT_DHA_EPA_ARA_PC_3_c,PLDAGAT_MYRS_EPA_ARA_PE_10_c,LPCAT_LNA_ETA_sn2_c,PLDAGAT_EPA_EPA_LNA_PC_3_c,PLDAGAT_DHA_EPA_ARA_PE_10_c,PLDAGAT_MYRS_EPA_ARA_PE_15_c,GAT1_LLA,AGAT_LLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumGN01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,ENLIPIDAt1exc,CYO1bpp_sync,CYO1b2pp_sync,THZPSN_mt2,THZPSNm,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pvinckeivinckeivinckei,CERS226,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,HISTRSm,PHETRSm,TRPTRSm,AGPAT190,DHORD2,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CERS224,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,DSBAO1e,DOLPMT3,GHMT2r_ap,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhellemATCC50504,PANTS,4M2OPLOXRD,AGPAT141,DHPS2,NaKt_1,ALATA_D2,DIPS,HBZOPT6,FEDCabc,AGPAT120,THZPSN3,3M2OPLOXRD,L_LACD,ENLIPIDAt1exc,OHPHM6nc,GTHPe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PknowlesiH,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,ASNTRSm,HISTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,FCLT_ap,DOLPMT3,GHMT2r_ap,GHMT2r_m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumKE01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_SneuronaSN3,THRTRSm,VALTRSm,DHPS,MCBTS3,ACSERSULLm,DHPS2,UPLA4FNT,HISTRSm,PHETRSm,NALN6,MCBTS2,MCBTS,AGPAT190,AHSERL3,DHORD2,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,ALATL,HEMEOSm_1,MECDPDH5,TPK1,DOLASNT,HEMELm,ACSERL,CYSS_m,SECYSTL,DVPCHLD450ORc,PCHLD450ORc,HDSc,DVPCHLD646ORc,PCHLD646ORc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PbillcollinsiG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_GintestinalisAssemblageBGS_B,PPPNDO,CERH124,NORRDX,F4H2O,NODOx,NODOy,SARCOX,ROO,NaKt_1,CINNDO,CERH126,HBZOPT6,THZPSN3,3NTYROXDAppc,ENLIPIDAt1exc,LLDH_ferr_mc,DOLASNTc,LLDH_ferr_xc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NparisiiERTm3,2AGPGAT141,PANTS,GRTT2,NaKt_1,2AGPEAT141,ALATA_D2,GRTT,HBZOPT6,FEDCabc,THZPSN3,ERGSTAT_SC,DOLASNTc,GTHPe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TvivaxY486,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,NALN6,AHSERL3,2HP6MPMOm,FTHFLmi,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,ALATL,APAPTm,HEMEOSm_1,APCS,ACSERL,CYSS_m,SECYSTL,NDP3ex,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PreichenowiG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,biomass,PLDAGAT_OLE_EPA_DHA_PC_5_c,PLDAGAT_DHA_EPA_ARA_PC_2_c,ACOADAGAT_OLE_EPA_DHA_c,PLDAGAT_MYRS_EPA_LNA_PC_1_c,PLDAGAT_HDE_EPA_LNA_PC_1_c,ACOADAGAT_PALM_EPA_DHA_c,ACOADAGAT_HDE_EPA_DHA_c,PLDAGAT_HDE_ARA_ARA_PC_2_c,PLDAGAT_DHA_EPA_ARA_PC_4_c,PLDAGAT_HDE_EPA_LNA_PC_2_c,LPCAT_DHA_DPA_sn2_c,LPCAT_DHA_DGLA_sn2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfragileNilgiri,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,HISTRSm,LEUTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,NDP3ex,SECYSTL,HCGALm,CBFCc,ENLIPIDAt1exc,GHMT2r_ap,GHMT2r_m,FCLT_ap,DOLPMT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Chominis30976,FAS141ACPm,FAS181ACPm,THRTRSm,VALTRSm,HEXTT,PREPTHS2,MCBTS3,GRTT2,MEGLYXYLAMH,PTOR,ULA4NFT,FAS182ACPm,HBZOPT6m,HEMEOMOm,HISTRSm,TRPTRSm,MCBTS2,MCBTS,AMYe,GLYCOe,LIDOAMH,ALATA_D2,DMATT,2HP6MPMOm,FAS80ACPm_L,GHMT2rm,LYSTRSm,METTRSm,HBZOPT6,HBZOPT6m_1,FEDCabc,ALATL,THZPSN3,ASPTRSm,CRNCARtm,FAS161ACPm,UDPDPS2,AMYLe,DOLASNT,IPDPUPT,SECYSTL,AGPAT1601819Zhc,AGPAT18111Z1819Zhc,ENLIPIDAt1exc,AGPAT1801819Zhc,AGPAT1819Z1819Zhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TannulataAnkara,CERS226,SELCYSLY2_1,CERS126,EPISTAT_SC,AGPAT190,TKT2,CERS124,ZYMSTAT_SC,HBZOPT6,FEDCabc,S2FE2SR,CERS224,ERGSTAT_SC,FECOSTAT_SC,LANOSTAT_SC,TPK1,AGPAT160190,AHALc,CYO1bpp_sync,DVPCHLD450ORc,PCHLD450ORc,HBZOPT6mc,DVPCHLD646ORc,PCHLD646ORc,CYO1b2pp_sync,PLDAGAT_HDE_MYRS_LNA_PC_2_c,ACOADAGAT_OLE_EPA_DHA_c,PCW3DS_DHA_ALNA_sn2_c,LPCAT_LNA_DGLA_sn2_c,PLDAGAT_HDE_HDE_HDE_PE_15_c,PCW3DS_DHA_ETA_sn2_c,PCD12DS_LNA_LNA_sn1_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EdisparSAW760,2AGPGAT141,NORRDX,UPLA4FNT,NALN6,2AGPEAT141,UPLA4NT,FEDCabc,TPK1,DMATT2,NTR3B,DOLASNTc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreichenowiCDC,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1b2pp_sync,CYO1bpp_sync,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumDd2,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,THZPSN_mt2,THZPSNm,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiVAND,2AGPGAT141,THRTRSm,VALTRSm,MEGLYXYLAMH,CD2t4,DHPS2,HISTRSm,PHETRSm,LIDOAMH,2AGPEAT141,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,ALATL,HEMEOSm_1,MCPST,ASPTRSm,DOLASNT,HEMELm,CYSS_m,SECYSTL,MLDEP1ppc,MLDEP2ppc,ENLIPIDAt1exc,DVPCHLD646ORc,PCHLD646ORc,DVPCHLD450ORc,PCHLD450ORc,FE3DCITexs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EnecatrixHoughton,ILETRSm,THRTRSm,MCBTS3,PBALm,DHPS2,HISTRSm,PHETRSm,MCBTS2,MCBTS,LYSTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,FEDCabc,ALATL,G12MT4,ACSERLm,MCPST,ASPTRSm,DOLASNT,G12MT3,HCGALm,VALTRSm,CYSS_m,SECYSTL,ENLIPIDAt1exc,ACOADAGAT_PALM_EPA_DHA_c,PLDAGAT_MYRS_ARA_HDE_PC_5_c,PLDAGAT_PALM_EPA_EPA_PC_8_c,PLDAGAT_PALM_EPA_EPA_PE_11_c,PLDAGAT_PALM_EPA_LNA_PE_15_c,PLDAGAT_HDE_EPA_EPA_PE_9_c,PLDAGAT_PALM_EPA_LNA_PE_13_c,PLDAGAT_DHA_EPA_DHA_PE_15_c,SMS,PLDAGAT_DHA_EPA_ARA_PC_7_c,GLCBRAN3,PLDAGAT_MYRS_EPA_LNA_PE_15_c,PLDAGAT_PALM_EPA_DHA_PE_15_c,PLDAGAT_HDE_EPA_EPA_PC_8_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_AalgeraePRA109,ACONMT,PANTS,PC6YM,CPC6MT,DIPS,HBZOPT6,FEDCabc,THZPSN3,L_LACD,OHPHM6nc,protein_bm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EcanceriGB1,2AGPGAT120,2AGPGAT141,AACPS9,PANTS,MGDG160,MGDG180,MGDG181_9,MGDG183_9_12_15,GRTT2,2AGPEAT140,AACPS1,AACPS7,PPDIMAS,MGDG161,MGDG181,AGAIAGT,2AGPEAT141,ALATA_D2,GRTT,DIPS,UDPDPS,HBZOPT6,FEDCabc,MGDG182_9_12,MGDG183_6_9_12,MGDG184_6_9_12_15,2AGPEAT120,2AGPGAT140,AACPS2,THZPSN3,PDIMAS,PINOS,CHOPT_HDE_OLE_c,PLDAGAT_HDE_MYRS_LNA_PC_7_c,PLDAGAT_PALM_PALM_LNA_PC_2_c,ETHAPT_HDE_OLE_c,ETHAPT_OLE_DHA_c,PCD6DS_PALM_GLNA_sn2_c,CHOPT_EPA_DHA_c,CHOPT_PALM_EPA_c,ETHAPT_PALM_EPA_c,PLDAGAT_HDE_HDE_LNA_PE_12_c,PCD4DS_EPA_DHA_sn2_c,GTHPe,CHOPT_OLE_DHA_c,PLDAGAT_HDE_HDE_LNA_PC_6_c,PLDAGAT_HDE_MYRS_LNA_PE_16_c,PLDAGAT_PALM_PALM_LNA_PE_16_c,LPEAT_PALM_EPA_sn2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PblacklockiG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,ASNTRSm,HISTRSm,PHETRSm,GHMT2rm,LYSTRSm,METTRSm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,TPK1,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CBFCc,ENLIPIDAt1exc,THZPSNm,THZPSN_mt2,GHMT2r_m,GHMT2r_ap,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BmicrotiRI,2AGPGAT120,2AGPGAT141,2AGPGAT180,CERS226,SELCYSLY2_1,2AGPEAT140,2AGPEAT160,2AGPGAT161,FAS240_L,AGPAT190,2AGPEAT141,2AGPGAT160,TKT2,HBZOPT6,FEDCabc,2AGPEAT120,2AGPEAT161,2AGPEAT180,2AGPEAT181,2AGPGAT140,2AGPGAT181,S2FE2SR,CERS224,ERGSTAT_SC,TPK1,SUCFUMt,AHALc,CYO1bpp_sync,HBZOPT6mc,CYO1b2pp_sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BsaltansLakeKonstanz,ILETRSm,MCBTS3,SQD2_183_9_12_15,UPLA4FNT,HEMEOMOm,PLBP1I_SCe,MCBTS2,MCBTS,TREHe,SQD2_183_6_9_12,SQD2_181,AMYe,GLYCOe,DHORD2,2HP6MPMOm,FTHFLmi,LYSTRSm,METTRSm,NNDPRm,PPTTm,UPLA4NT,HBZOPT6m_1,FEDCabc,SQD2_161,SQD2_181_9,SQD2_182_9_12,PLBPC_SCe,TPK1,SQD2_180,SQD2_184_6_9_12_15,AMYLe,LMNe,DOLASNT,SULOm,NDP3ex,NADDPe,ASNNe,RE1860E,LACZe,ENLIPIDAt1exc,CBFC_u,GGCHLDAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumSN01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LbraziliensisMHOMBR75M2903,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,APCS,CRNCARtm,TECA2S,OMMBLHX6m,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SULOm,r0016,SECYSTL,FEROt,LPSSYN_HPc,3NTYROXDAppc,ENLIPIDAt1exc,CHOPT_STC_DHA_c,PLDAGAT_EPA_EPA_LNA_PE_16_c,CHOPT_EPA_HDE_c,PLDAGAT_LNA_EPA_LNA_PC_4_c,PLDAGAT_PALM_EPA_LNA_PC_1_c,2_7_8_3,ACOADAGAT_PALM_EPA_DHA_c,PLDAGAT_HDE_MYRS_LNA_PE_16_c,CHOPT_OLE_EPA_c,PLDAGAT_LNA_EPA_LNA_PC_1_c,HC00900t1,CHOPT_STC_EPA_c,PLDAGAT_EPA_EPA_LNA_PC_6_c,PLDAGAT_HDE_MYRS_LNA_PC_4_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiRH,S2FE2SS2,SADT2,S2FE2SR,S2FE2SS,protein_bm,PSUDS,YUMPS,DNDPt40m,DNDPt54m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EcuniculiEC2,PANTS,CERS226,CERS126,ALATA_D2,DIPS,HBZOPT6,FEDCabc,AGPAT120,L_LACD,OHPHM6nc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumDd2,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LmajorSD75,THRTRSm,VALTRSm,MCBTS3,SQD2_183_9_12_15,MCBTS2,MCBTS,SQD2_183_6_9_12,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,PPTTm,HBZOPT6m_1,SQD2_181_9,SQD2_182_9_12,APAPTm,HEMEOSm_1,LIPO3S24_BS,TECA2S,SQD2_184_6_9_12_15,DOLASNT,UDCPDPex,SECYSTL,NDP3ex,ENLIPIDAt1exc,LPSSYN_HPc,PLDAGAT_PALM_EPA_LNA_PE_13_c,HDL_HSSYNnhs,PLDAGAT_MYRS_EPA_DHA_PE_13_c,IDL_HSDEGnhs,PLDAGAT_HDE_ARA_HDE_PC_8_c,PLDAGAT_PALM_EPA_DHA_PE_13_c,PLDAGAT_LNA_EPA_LNA_PE_12_c,ACOADAGAT_DHA_EPA_DHA_c,PLDAGAT_PALM_EPA_LNA_PC_5_c,CDGS1,LDL_HSDEGnhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_SneuronaSOSN1,HEMEOSm,THRTRSm,VALTRSm,MCBTS3,GRTT2,ACSERSULLm,CD2t4,DHPS2,UPLA4FNT,HISTRSm,PHETRSm,NALN6,FOLD3,MCBTS2,MCBTS,AGPAT190,AHSERL3,DMATT,LYSTRSm,METTRSm,PPTTm,UDPDPS,HBZOPT6m_1,ALATL,HEMEOSm_1,TPK1,UDPDPS2,DOLASNT,HEMELm,ACSERL,CYSS_m,SECYSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Bdivergens1802A,C100SN,UPLA4FNT,EPISTAT_SC,ALATA_D2,UREASE,ZYMSTAT_SC,UPLA4NT,HBZOPT6,FEDCabc,S2FE2SR,ERGSTAT_SC,FECOSTAT_SC,LANOSTAT_SC,SHSL2,FAS80ACPm_Lc,HEMELmc,CBFCc,HBZOPT6mc,HEMELhc,DOLASNTc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiME49,2AGPGAT141,THRTRSm,VALTRSm,MCBTS3,MEGLYXYLAMH,DHPS2,HISTRSm,PHETRSm,MCBTS2,MCBTS,LIDOAMH,2AGPEAT141,LYSTRSm,METTRSm,PPTTm,GLCR1TRB1,HBZOPT6,HBZOPT6m_1,ALATL,HEMEOSm_1,LIPO3S24_BS,MCPST,ASPTRSm,GLCR1TRA1,DOLASNT,HEMELm,SECYSTL,CYSS_m,ENLIPIDAt1exc,MLDEP1ppc,MLDEP2ppc,DVPCHLD450ORc,PCHLD450ORc,DVPCHLD646ORc,PCHLD646ORc,FE3DCITexs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LspMARLEM2494,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,CD2t4,LEUTRSm,NALN6,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,APCS,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SULOm,r0016,FEROt,SECYSTL,LPSSYN_HPc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
