,gf_PadleriG01,P. berghei,P. billcollinsi,P. blacklocki,P. chabaudi,P. coatneyi,P. cynomolgi B,P. cynomolgi M,P. falciparum 3D7,P. falciparum Dd2,P. fragile,P. gaboni G01,P. gaboni SY75,P. vivax Sal1
acoa_prod14,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PPCKm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SHSL2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
1AGPEAT1819Z1819Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
UTPtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DASYN184_6_9_12_15,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3HAD160_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pg_prod5,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NTP2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_cdpdtdec7eg_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
APH161,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
r1162,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR141x,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GCCa,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SELCYSS_pf,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DGDGD7DS1819Z1617Zc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HEMEOMOm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMBZex,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PYDXPP,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH6,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLPSA21801835Z9Z12Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pe_prod2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ICYSDS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_glyb_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPCAT_LNA_ALNA_sn2_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MECDPDH_syn,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
lipid_bm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
THMt2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AMID2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_ibt_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PPTTm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPD5,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FRUt2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
TRPt2r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_val__L_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SK_trnaleu_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AMETt2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH3m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT18111Z18111Z180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_mlthf_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
dgl_prod1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADH140_m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GHMT2r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe140_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PUNP5,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLUS_ferrc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe1801835Z9Z12Z_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
Hfv,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DASYNm_SC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMR_4422,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL2ATE181,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
G12MT2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDPC_STC_GLNA_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ADSS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLNabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PSD160,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
lipid6,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
RE3033R,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGK,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DOLPMT1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL2ATG120,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
r1530,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
2agpg161t,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR121x_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3HAD180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLYBabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DESAT18,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MDH,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR40y,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HISTRSm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1801819Z18111Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAS180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT_MYRS_EPA_LNA_PC_1_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AKGCITtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SERTRPHISr,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PS160abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FORtmi,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3OAR161_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PA161abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AACPS1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMPK1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pgp161_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ATHRDHr,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
METHFtxc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CTECOAI6,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_ocdca_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PE141abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NTP5,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z18111Z18111Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SO3abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
RTOT2nhs,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PDHam1mi,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CDPPH,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DGTPtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR161x_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SK_trnagln_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DM_asn__L_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DHFR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PFK,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe18111Z1845Z9Z12Z15Z_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
RNDR5,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CYOOm2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACTNabc1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
THRGLNexR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_ttdca_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pe_prod20,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PHETRS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_lyslyslys_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_fecost_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AGPATCOA_EPA_EPA_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_hghhlipa_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARGARGt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
O2Stm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3OAS161_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ECA4COLIPAabctexc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LANOSTt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
1AGPEAT1801829Z12Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
TOCOPHOM1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ZHYc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MDHy,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DOLPMT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLIPA2E120,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ORNTArm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_cro4_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW6DS1829Z12Z1627Z10Z2c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PPC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FRDx,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pa160_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
INSTt2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CD2t4,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAO182p_oddoddc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAOXC160,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GAT2_SC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
THFOR2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_gluside_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1601819Z18111Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DASYN181_9,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PFKhc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PYDXNK,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHOLESTle_1nhs,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMR_0986,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_hdca_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHSTEROLt3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACGS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
RIBabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLUTRS_Glnc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_fum_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PIt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NDP7,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HXCOAte,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MAN6PI,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_maltpt_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AGPOPm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGMmc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AMETr,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
OAAICITtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SADT2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_gmp_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHOLD,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
XYLt2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PE1819Z1835Z9Z12Zt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NTD11,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3OAR120_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHLDA1tuc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DHFOR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NO3t2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ADNK1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ECOAR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
4HBZtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe161_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LIPACabcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL171_ISO,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MALTTTRabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ATPS4m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_fe3_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL150_ISO,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3HAD160,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GOFUCR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PHEMEABCte,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LIPOCT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_k_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLYC3Ptmt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
acoa_prod4,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pe_prod4,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACGKm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FASC200ACP,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_3mb_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CA2abc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PI4P5K_pf,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLA2PC_MYRS_LNA_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HACD8,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL182,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
VOR3b,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_o16a4colipa_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ERGSTAT_SC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CDIPTr_cho,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_asn__L_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DAGK180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DTARTD,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HPPK_1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
S4FE4SR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAH140c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
G3PAT180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GMT1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PYK2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_his__L_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FBAfc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FASC221ACP,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
G3PIabcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOAR3m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MET_SLV,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FNOR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL2E180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAOXC16180m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ALAPAT4te,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLYOX_2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FEOXAMabcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW3DS1819Z1637Z10Z13Zc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pnto__R_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CTPtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ps_prod5,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
OMBZLMm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
XYLabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMR_2380,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ALPHm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NCNt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PPM,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ALATA_L2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
THRD_L,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_stcoa_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
UDPDOLPT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pgp18111Z160_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
2AGPGAT141,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAEL183_cho,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
RBFK,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LNS14DMx,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_2agpe181_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
